PersonID,PostID,Timestamp,PostContent
D133,PP137,0,"Irregular verbs: one party state pearl-clutching edition  I’m a flawless democrat and use my unwarranted, large majority mercilessly to push through radical policies supported only by a minority  You worry me because you’re not one of us  He’s about to crush us: dictator!"
D134,PP138,0,"@losertrump174 @S_T_P_01 @CarpeDonktum Wiped the floor with Donald Trump? Interesting, didn't he lie about his son's laptop after Trump called him out on it? Or you still gonna deny that exists too?"
D135,PP139,0,@DailyMailCeleb He’s a democrat. He voted for this. 🥱
D136,PP140,0,"@GuntherEagleman For some reason the Democrat Party and the rest of the entire world thinks that Americans should take care of everyone else in the world, whether they like us, hate us, are willing to work, want to do nothing their entire life. Time to STOP THIS NOW!"
D137,PP141,0,@RealPizzaPepe @PeriklesGREAT Look at the busy beavers   Being good little democrat...  Election Cheaters 😊
D138,PP142,0,Yes. Under instructions from the evil Democrat/ Communist party
D139,PP143,0,"@_PNW_Native_ @wweek Nope, step 1 is not being a POS Communist (Democrat)."
D140,PP144,0,@standup4_truth Why do you lie?  People don't follow liars unless they're a Democrat.
D141,PP145,0,@highbrow_nobrow All the syscophats attempting to become famous
D142,PP146,0,@NEWSMAX Does anyone think that Hollywood may be the only place left that may vote Democrat?
D143,PP147,0,@GuntherEagleman ANOTHER DEMOCRAT NAZI MANDATE. TALK ABOUT A BIG HEAD !
D144,PP148,0,"@davidhogg111 Don't believe your lying eyes, believe the lefty gaslighting. Save democracy (democrat party power)!"
D145,PP149,0,@boneheadboebert Yes Democrat.
D146,PP150,0,@harryjsisson https://t.co/NRl5oOojly
D82,PP151,0,@NickAdamsinUSA This is what you are Nicky Boy https://t.co/8I3ImgekLp
D147,PP152,0,"@PressSec In Democrat controlled Chicago, tragic events like these are referred to as the ""weekend"""
D148,PP153,0,@FBIAgent42 He was a Democrat back then that’s the best part
D149,PP154,0,@whstancil your democrat fascism is showing
D150,PP155,0,@Martina @SaltyCracker9 the democrat party of election stealing traitors https://t.co/BSW8FoV7US
D151,PP156,0,@KellyLMcCarty The father of the treatment is a democrat and his job is to attack republicans which he does routinely.
D152,PP157,0,"Kari Lake to Newsmax: Biden 'Rolled Out the Welcome Mat' at Border: Kari Lake, a candidate in the Republican Senate primary in Arizona, told Newsmax on Monday that President Joe Biden and others in the Democrat Party have ""rolled out the welcome mat""... https://t.co/YjHLAmwA2i https://t.co/CsAGXOguAo"
D153,PP158,0,"@IamAmericasidea @b24freedom45266 @atensnut You believe that even after seeing what his “felony” charges are? Most people I know, democrat or republican, are voting for Trump after that bs trial."
D154,PP159,0,@dom_lucre They'll be burying every Democrat if they intend to pass that mantle to Gavin Newsom.
D155,PP160,0,@#maga. Who is any USA President peers? Only 46 in 248 yrs. Comparing Biden' son to A USA President is trifling. Not same levels at all. 12 Democrats of a total Democrat voters look. Secret jurors. Media spoke to b son ..Trump jury could us who? Not good https://t.co/LS5XIrSNNf
D156,PP161,0,@CynicWalton @LauraLoomer @JoeBiden I think all you democrats have hatred problems.  You don't seem to care how these people are destroying our country uour country. Done time I wonder who makes these comments to defend Biden.  Open your eyes and you brain washed mind and relized these r far left Democrat's .
D157,PP162,0,Kander and Ebb wrote one of the truly great scores of the Broadway theatre. Why did Frecknall instruct the cast to sing it like they are in pain and want to hurt the people around them? I guess that what’s seen as necessary to be dramatic in English theatre? Anyways it sucks.
D158,PP163,0,Democrat led cities...
D159,PP164,0,@krassenstein @JenniferPelti16 Maybe it’s the New Democrat buzzword “cheap fake” 😂😂😂
D160,PP165,0,"@GuntherEagleman That, and the fact he's always been a closet Democrat."
D161,PP166,0,@GaryRumer @raisingpatriots @ChrisMurphyCT Not a Democrat ↓ https://t.co/ChDx4AUw4a
D162,PP167,0,"It's the false image rather than reality that is being sold by the losers selling the nonsense Republicans offer.  Almost every single time, without fail, they end up on the losing end.  That is, unless, they're is a Democrat at a higher level ensuring they are holding up."
D163,PP168,0,‘Utterly Unfair’: Alan Dershowitz Blasts Democrat Controlled NY Court For Upholding Gag Order On Trump https://t.co/VDVx3lzC8k
D164,PP169,0,"@cardon_brian 'what 'Rachael meant was, if you want to continue down the road to Marxism, vote democrat."
D165,PP170,0,@RickyDoggin Of course... he’s a Democrat 🐀
D166,PP171,0,"@POTUS Remember, the first Democrat debate for the 2020 election was a joke. The liberal-socialistic-deceitful democrats understood immediately they wouldn't sell a fraudulent election of 81.2 million votes with those individuals, so they had installed Biden and kept him out of sight."
D167,PP172,0,@ABrown59089177 @VoteBidenOut Your best interests?  Voting democrat has helped black people? Exactly how?
D168,PP173,0,"@JBPritzker AND if you weren't a Democrat, how many would you have?"
D169,PP174,0,"@w_terrence I know plenty of racist people, democrat and republican.  The difference is the former tries to hide it and gas light"
D170,PP175,0,"@IlSporcoErnesto No, I know.    WASPs the downfall is directly connected to the liberalization of their religious denominations.    Mainline Lutheran, Presbyterian and ESPECIALLY Episcopalian, churches are nothing more than tax exempt Democrat political clubs now."
D171,PP176,0,"@Alphafox78 She looks Ukrainian. So basically, a hoe for the Democrat party."
D172,PP177,0,@BidensWins The Establishment is very real and comprised of both Democrat &amp; Republican Party members that disagree in public but privately align with their corporate benefactors
D173,PP178,0,@Damaan4u33 Anybody else notice how hate filled these Democrat supporters are? Go back these people I have a deep-seated hate for Americans we'll get to all the posts ask yourself the same question why a Democrats so filled with hate? Just a bunch of races
D174,PP179,0,@YVindman Another Pedo supporter in the democrat star chamber.
D175,PP180,0,@KMGGaryde @brixwe Proves how deranged the democrat communist party is?
D176,PP181,0,"@GaredHunt @OutLikeA_Lamb @StormCrow_79 @saj9291113 @PigskinPapers @ZOrtiz99 That election had nothing to do with Watergate. Explain why the west wasn’t influenced by the Watergate scandal. You cant. Your long held Democrat narrative has been destroyed. I’m done attempting to educate a closed minded liberal. Facts matter, but you don’t like them."
D177,PP182,0,@LangmanVince @ReallyAmerican1 So yeah I see. I believe they do need a tissue. I believe they do. Yeah I think that should be a thing if you're a liberal or a Democrat or believe pretty much what anybody tells you. You get free tissues if you are a supporter of genocide you get a free tissue.... https://t.co/oAFuGv3gBo
D178,PP183,0,"@FartdGod @WindowsPeak @JozuJoestar He said Democrats should do some self reflection about why having a superiority complex is bad at getting new voters and he got jumped on. If someone doesn't align with Democrat views then it shouldn't even bother them to read that statement, whether they agree with it or not"
D179,PP184,0,"@KevinFranzoni @flaminhottweets @MMiraculorum he seems like a typical safe state “Democrat”, who would be a Republican if it was a semi-competitive state"
D180,PP185,0,"@AnnieForTruth Yeah bc the Democrat party doesnt want to talk about the reality of inflation, the border, war in Ukraine, war in Israel, interest rates and the fact Biden has done one thing to make any Americans life easier since he was installed as POTUS except enrich his donors."
D181,PP186,0,@LevineJonathan The Democrat regime drops charges on the Democrat progressive footsoldiers.  Shocking. https://t.co/mTh0VzHta6
D182,PP187,0,"@BidensWins It is not a big deal, she is so wealthy she could have someone come to her house if she wanted an abortion. She is a democrat to begin with so no one expects any more of her"
D183,PP188,0,@vertigo_uterus @marktheradio11 @TeaPainUSA Yes let’s all find a CD to invest in. Biden has everyone so broke they can’t afford lunch meat let alone have 10 grand saved to invest in a CD. Biden is losing black men and the youth at a higher rate than any democrat I can think of in my life. Everyone is wrong but you?🤣😂
D184,PP189,0,"@chrisdmowrey Excited to vote for Joe Biden 😆😆 are you high?  No one is “excited “ to vote for Joe Biden. That’s like saying I’m excited to have a root canal or my appendix removed. People vote for Joe because he’s a Democrat, or he’s not Trump or they want to see America fail."
D185,PP190,0,@Slatzism @ReduxxMag @GAG_Wisconsin Your average Democrat parent.
D186,PP191,0,@TheTruth3834 A Democrat.
D187,PP192,0,"They KNOW for a FACT that he didn't get all those Votes LEGALLY...... Many are CONFIRMED DECEASED &amp; many others were RECORDED being ILLEGALLY DROPPED OFF AND ""STUFFED"" by Democrat Organization Employees.... (Proven by the Geo-Fencing Data from their own PHONES) . See the Movie"
D188,PP193,0,@FoodPornPhotos Cooked beautifully.
D189,PP194,0,@NEWSMAX Merrick Garland is a thug that should be arrested asap.
D190,PP195,0,"@joncoopertweets Tinker is a bully, but we are working on it.  Here she is sticking her tongue out at her babysitter. https://t.co/QQAD5gTZZm"
D191,PP196,0,@OneBadDude_ Only Demoncrats wear masks to avoid identification. These are frauds. Democrat Activists.
D192,PP197,0,"Democrat candidate for Indiana AG has a special kind of ""faith"" to believe children can be ""trans"".   #NoWokeTheocracy #HALT"
D193,PP198,0,@TrumpDailyPosts Tells Woodward it’s deadly you can catch it in the air- tells the public all under control- it’s another democrat hoax. Over a million dead because he lied   Trump's COVID Response Was Far Worse Than We Remember - National Memo  https://t.co/jd61jREoeS
